Asset_1_Price,Asset_2_Price_Adjusted,Spread
100.99837918591798,115.9920635064307,14.993684320512713
100.71947558141325,113.91219054765668,13.192714966243429
102.03265955881362,113.84148800921548,11.808828450401862
105.18845499786535,115.47205417726938,10.283599179404035
104.69700201539123,112.98843969646543,8.2914376810742
104.20787937697249,112.43178842988263,8.223909052910145
107.55173639564852,113.95254976309107,6.400813367442552
109.21524886413962,116.08693521476974,6.871686350630114
108.19457293704195,114.87219875124228,6.677625814200326
109.375006961726,115.49085539148349,6.1158484297574915
108.36596400103879,112.61089268522521,4.244928684186419
107.36126537139997,110.4904049602404,3.129139588840431
107.88207202358878,112.6155370846387,4.733465061049927
103.83188490778399,109.58051109103017,5.748626183246188
100.31093814289854,104.06702252738532,3.7560843844867833
99.18918564802424,103.20613042414513,4.016944776120894
97.2001612384283,102.76903302248672,5.56887178405843
97.81298282462525,100.01460045723802,2.2016176326127663
96.05268427227463,99.48094140801663,3.428257135742001
93.37753217369712,95.55912893476032,2.1815967610632043
96.15521769776072,99.61893195795707,3.4637142601963546
95.72200513866352,97.73601537276502,2.014010234101505
95.85137118068813,94.40491670175552,-1.4464544789326084
93.15863671896348,88.77942008821118,-4.379216630752296
92.14985924496463,88.3357733390727,-3.814085905891929
92.35451619239235,89.50057958523799,-2.853936607154367
90.25281040094285,85.98293737393739,-4.26987302700546
90.93352065351161,88.40432619541117,-2.5291944581004344
89.84769180505103,84.3719169453177,-5.475774859733335
89.32505757605475,84.24091186201345,-5.0841457140412984
88.25655019509476,81.2545793672306,-7.001970827864156
91.58737914460141,83.88183464252614,-7.70554450207527
91.56265897249925,84.58718903816057,-6.975469934338676
89.64606595726423,81.54854278907459,-8.097523168189639
91.13302160952091,82.9212635112811,-8.211758098239812
88.93478444533437,83.39619987043544,-5.538584574898934
89.30706624113391,83.14162715593362,-6.1654390852002905
85.87452433727177,81.93874143046177,-3.9357829068099903
83.62340880599466,77.87500133520993,-5.748407470784727
83.953301963685,79.80192322227008,-4.151378741414931
85.20243786404296,84.39176530101459,-0.8106725630283762
85.49495877234526,80.03153083721372,-5.463427935131534
85.29744038432804,78.76339333501213,-6.534047049315916
84.78531646558899,79.98211602309995,-4.803200442489043
82.31488327828227,77.59575208583169,-4.719131192450575
81.1382953609819,77.64741247489647,-3.49088288608543
80.39421923384717,76.11991011863437,-4.274309115212802
82.11204508398907,78.47463099948271,-3.6374140845063607
82.67829259506964,79.16139474400444,-3.5168978510651954
79.81378873798892,79.05829990279659,-0.7554888351923239
80.33279633067811,80.37392362384783,0.041127293169722634
79.71647798179083,80.68075423445246,0.9642762526616337
78.64451396067923,78.98682246846286,0.34230850778362765
79.61252265650542,79.21250329075487,-0.40001936575055197
81.27117403222009,80.27603925911782,-0.9951347731022651
82.79908355175671,82.89260980206616,0.09352625030945205
81.42095258498327,80.91783356113672,-0.5031190238465513
80.9189790253229,81.2705656664615,0.3515866411385957
81.45686886329115,86.1916777696637,4.73480890637255
83.06177153095204,89.55208939886936,6.490317867917312
